ItemID	NB	UP	MeanResp
2578	1	49	0.1875
2579	9	135	0.5
2580	0	9	0.25
2581	14	12	0.3125
2582	7	44	0.1875
2583	19	1	0.125
2584	10	136	0.3125
2585	14	11	0.1875
2586	1	49	0.0625
2587	7	45	0.375
2588	4	425	0.3125
2589	9	45	0.3125
2590	4	375	0.375
2591	1	16	0.25
2592	10	103	0.25
2593	0	403	0.1875
2594	1	25	0.125
2595	4	152	0.0625
2596	23	23	0.4375
2597	11	9	0.333333333
2598	14	25	0.375
2599	20	23	0.375
2600	1	375	0.125
2601	3	44	0.1875
2602	9	11	0.1875
2603	1	403	0.1875
2604	31	403	0.4375
2605	6	16	0.4375
2606	5	23	0.3125
2607	6	375	0.1875
2608	21	9	0.5
2609	9	1	0.25
2610	7	135	0.1875
2612	4	425	0.5625
2613	7	375	0.625
2614	6	25	0.4375
2615	16	1	0.0625
2616	1	45	0.0625
2617	2	1	0.3125
2618	4	25	0.125
2619	8	12	0.4375
2620	7	9	0.25
2621	9	12	0.3125
2622	2	103	0.1875
2623	2	202	0.125
2624	13	180	0.375
2625	25	403	0.6875
2626	1	135	0.1875
2627	12	23	0.25
2628	9	152	0.3125
2629	6	16	0.375
2630	10	49	0.375
2631	6	101	0.3125
2632	3	202	0.1875
2633	5	136	0.0625
2634	8	1	0.125
2635	17	11	0.3125
2636	0	101	0.0625
2637	8	12	0.1875
2638	25	180	0.125
2639	8	49	0.125
2640	16	152	0.375
2641	9	202	0.1875
2642	5	9	0.25
2643	2	403	0.0625
2644	13	9	0.375
2645	1	9	0.25
2646	9	136	0.3125
2647	13	1	0.25
2648	13	11	0.0625
2649	12	45	0.4375
2650	15	202	0.375
2651	15	152	0.25
2652	19	25	0.5
2654	28	45	0.4375
2655	1	44	0
2656	19	425	0.25
2657	4	180	0.375
2658	3	136	0.125
2659	1	403	0.1875
2660	6	375	0.1875
2661	7	16	0.1875
2662	9	9	0.1875
2663	8	23	0.375
2664	15	9	0.5
2665	1	11	0.1875
2666	4	9	0.1875
2667	1	403	0.1875
2668	6	1	0.1875
2669	4	136	0.25
2670	7	103	0.25
2671	1	25	0.125
2672	12	9	0.25
2673	3	180	0.0625
2674	4	101	0.125
2675	24	16	0.4375
2676	0	23	0.1875
2677	13	136	0.3125
2678	1	1	0.25
2679	6	375	0.25
2680	12	44	0.4375
2681	9	375	0.375
2683	18	9	0.4375
2684	3	135	0.125
2685	1	44	0.0625
2686	19	1	0.125
2687	9	180	0.1875
2688	1	152	0.3125
2689	14	45	0.5625
2690	25	11	0.0625
2691	3	425	0.1875
2692	7	180	0.25
2693	27	25	0.375
2694	9	12	0.25
2695	1	16	0.1875
2696	9	103	0.3125
2697	9	44	0.375
2698	5	425	0.0625
2699	1	135	0.3125
2700	5	9	0.25
2701	4	202	0.25
2702	19	12	0.25
2703	1	9	0.1875
2704	4	202	0.3125
2705	16	49	0.4375
2706	9	1	0.0625
2707	6	49	0.125
2708	19	135	0.375
2709	9	425	0.3125
2710	17	9	0.5625
2711	10	425	0.4375
2712	11	152	0.375
2713	1	44	0.125
2714	11	136	0.4375
2715	11	45	0.5625
2716	1	45	0.0625
2717	21	12	0.3125
2718	13	23	0.1875
2719	11	23	0.25
2720	2	49	0.25
2721	21	9	0.0625
2722	9	1	0.25
2723	1	425	0.25
2724	11	44	0.3125
2725	8	11	0.25
2726	24	152	0.5
2727	17	180	0.25
2728	5	135	0.4375
2729	3	375	0.25
2730	13	425	0.3125
2731	19	152	0.5
2732	17	12	0.25
2733	18	11	0.1875
2734	4	12	0.0625
2735	1	49	0.1875
2736	4	375	0.25
2737	4	25	0.3125
2738	1	425	0.25
2739	0	9	0.0625
2740	17	49	0.3125
2741	6	25	0.375
2742	5	9	0.3125
2743	0	16	0.1875
2744	0	16	0.25
2746	21	12	0.25
2747	15	49	0.0625
2748	2	425	0.125
2749	12	44	0.3125
2750	8	9	0.25
2751	4	9	0.3125
2752	1	101	0.1875
2753	2	135	0.125
2754	4	103	0.375
2755	1	101	0.1875
2756	9	403	0.5
2757	5	202	0.1875
2758	0	49	0.0625
2759	5	44	0.4375
2760	0	375	0.1875
2761	19	23	0.5
2762	23	9	0.75
2763	6	135	0.25
2764	6	44	0.1875
2765	5	44	0.125
2766	1	180	0.0625
2767	1	23	0.125
2769	0	9	0.25
2770	3	44	0.3125
2771	19	202	0.75
2772	0	9	0.125
2773	22	375	0.375
2774	0	135	0.25
2775	1	23	0.125
2776	11	152	0.5625
2777	17	202	0.5
2778	8	16	0.125
2779	6	375	0.3125
2780	1	135	0.125
2781	4	103	0.066666667
2782	9	9	0.1875
2783	1	49	0.3125
2784	26	9	0.5
2785	14	375	0.375
2786	5	45	0.5
2787	6	375	0.375
2788	10	9	0.3125
2789	8	25	0.25
2790	10	23	0.375
2791	0	180	0.0625
2792	12	202	0.4375
2793	26	49	0.6875
2794	8	11	0.3125
2795	13	11	0.3125
2796	5	375	0.1875
2797	10	23	0.25
2798	2	202	0.0625
2799	8	11	0.125
2800	18	44	0.6875
2801	1	9	0.125
2802	21	25	0.666666667
2803	1	23	0.1875
2804	0	25	0.125
2805	1	375	0.25
2806	5	180	0.25
2807	4	12	0
2808	23	1	0.3125
2809	0	12	0.125
2810	16	202	0.5
2811	11	152	0.5
2812	0	9	0.1875
2814	0	152	0.1875
2815	2	16	0.1875
2816	2	135	0.3125
2817	20	12	0.125
2818	16	135	0.1875
2819	5	12	0.25
2820	27	25	0.5625
2821	11	49	0.4375
2822	13	12	0.1875
2823	6	103	0.375
2824	12	1	0.0625
2825	1	135	0.25
2826	2	12	0.0625
2827	9	101	0.125
2828	14	103	0.133333333
2829	0	375	0
2830	7	1	0.125
2831	0	180	0.0625
2832	12	101	0.375
2833	6	25	0.1875
2834	10	1	0.1875
2835	11	9	0.5
2836	3	136	0.25
2837	10	202	0.375
2838	3	375	0.25
2839	6	9	0.1875
2840	1	45	0.1875
2841	5	152	0.125
2842	5	202	0.1875
2843	21	16	0.5625
2845	12	375	0.1875
2846	15	11	0.1875
2847	6	12	0.4375
2848	6	16	0.3125
2849	15	375	0.375
2850	5	136	0.25
2851	5	49	0.125
2852	18	1	0.375
2853	0	25	0.25
2854	0	23	0.125
2855	14	180	0
2856	14	101	0.5
2857	7	180	0.1875
2858	18	375	0.4375
2859	20	11	0.125
2860	28	103	0.6
2861	2	101	0.1875
2862	0	152	0.125
2863	1	135	0.1875
2864	10	103	0.4375
2865	3	136	0.125
2866	24	136	0.625
2867	8	202	0.25
2868	4	375	0.25
2869	1	16	0.1875
2870	2	202	0.266666667
2871	5	136	0.1875
2872	18	45	0.375
2874	1	45	0.125
2875	4	11	0.125
2876	1	16	0.1875
2877	21	11	0.375
2878	9	103	0.125
2879	3	101	0.0625
2880	27	135	0.375
2881	4	11	0.25
2882	1	23	0.1875
2883	0	403	0.125
2884	12	16	0.4375
2885	8	23	0.066666667
2886	1	425	0
2887	1	425	0.1875
2888	5	23	0.375
2889	5	101	0.1875
2890	7	136	0.25
2891	4	44	0.125
2892	9	11	0.1875
2893	5	44	0.25
2894	8	135	0.333333333
2895	2	16	0.1875
2896	29	101	0.375
2897	5	49	0.0625
2898	8	135	0.375
2899	8	135	0.3125
2900	28	375	0.3125
2901	5	202	0.4375
2902	8	1	0.125
2903	8	11	0.125
2904	1	9	0.125
2905	16	375	0.1875
2906	15	9	0.4375
2907	5	101	0.0625
2908	9	12	0.0625
2909	12	1	0.1875
2910	12	403	0.3125
2911	13	202	0.3125
2912	18	202	0.375
2913	2	135	0.25
2914	12	375	0.1875
2915	1	23	0.0625
2916	9	25	0.3125
2917	8	49	0.3125
2919	3	45	0.125
2920	5	425	0.125
2921	2	49	0.0625
2922	13	135	0.3125
2923	18	44	0.0625
2924	2	1	0.125
2925	14	152	0.4375
2926	15	180	0.25
2927	10	9	0.3125
2928	5	9	0.25
2929	23	9	0.5
2931	9	11	0.066666667
2932	5	11	0.125
2933	11	180	0.0625
2935	21	25	0.375
2936	6	1	0.125
2937	6	9	0.375
2938	15	12	0.125
2939	3	152	0.3125
2940	15	49	0.4375
2941	8	135	0.375
2942	1	152	0.0625
2943	2	16	0.1875
2944	10	180	0.3125
2945	9	136	0.1875
2946	21	152	0.5625
2948	27	101	0.625
2949	22	45	0.625
2950	11	375	0.5
2951	5	16	0.125
2952	1	9	0.125
2953	18	1	0.25
2954	16	103	0.25
2955	12	180	0.3125
2956	5	180	0.3125
2957	11	136	0.3125
2958	7	9	0.3125
2959	0	9	0.125
2960	10	136	0.25
2961	1	403	0.0625
2962	14	136	0.375
2963	2	16	0.3125
2964	14	375	0.1875
2965	1	44	0.125
2966	20	1	0.1875
2967	12	23	0.1875
2968	15	375	0.4375
2970	15	45	0.6875
2971	23	11	0.375
2972	0	103	0.25
2973	5	11	0.1875
2974	2	202	0.0625
2975	8	1	0.125
2977	11	180	0.125
2978	10	101	0.3125
2979	1	23	0.3125
2980	23	152	0.625
2981	11	25	0.0625
2982	18	11	0.1875
2983	13	1	0.1875
2984	12	44	0.1875
2985	22	1	0.1875
2986	1	25	0.133333333
2987	17	11	0.0625
2988	29	136	0.4375
2990	0	180	0.0625
2991	1	152	0.125
2992	10	403	0.3125
2993	14	101	0.0625
2994	1	45	0.0625
2995	2	23	0.375
2996	0	403	0.25
2997	2	202	0.0625
2998	1	49	0.0625
2999	8	202	0.25
3000	17	101	0.25
3001	6	1	0.25
3002	1	103	0.25
3003	0	9	0.25
3004	8	12	0.25
3005	3	202	0.133333333
3007	11	23	0.3125
3008	12	9	0.375
3009	1	16	0.1875
3010	1	180	0.1875
3011	8	11	0.25
3012	6	25	0.25
3013	9	136	0.25
3014	0	180	0
3015	6	11	0.125
3016	8	202	0.25
3017	1	403	0.125
3018	1	135	0.0625
3019	3	12	0.125
3021	7	23	0.533333333
3022	1	16	0.25
3023	10	152	0.4375
3024	3	45	0.375
3025	1	375	0.125
3026	10	425	0.625
3028	1	103	0.1875
3029	3	135	0.375
3030	1	375	0.25
3031	3	152	0.333333333
3032	10	44	0.4375
3033	1	403	0.1875
3034	1	16	0.1875
3035	3	425	0.5
3036	8	11	0.3125
3037	1	45	0.3125
3038	4	9	0.3125
3039	14	12	0.25
3040	6	152	0.4375
3041	6	103	0.25
3042	6	11	0
3043	4	202	0.1875
3044	2	16	0.25
3045	6	180	0.125
3046	1	9	0.25
3047	14	44	0.5
3048	12	16	0.125
3049	7	403	0.066666667
3050	4	25	0.375
3051	11	9	0.25
3052	1	9	0.125
3053	8	45	0.1875
3054	0	425	0.125
3055	6	16	0.125
3056	0	103	0.125
3057	1	9	0.125
3058	5	425	0.125
3059	6	23	0.1875
3060	7	425	0.3125
3061	18	11	0.0625
3062	3	202	0.1875
3063	14	16	0.375
3064	7	403	0.3125
3065	6	180	0.1875
3066	18	9	0.5
3067	5	12	0.1875
3068	3	16	0.3125
3069	7	425	0.125
3070	3	25	0.125
3071	11	135	0.5
3072	0	202	0.25
3073	1	152	0.1875
3074	1	16	0.125
3075	4	45	0.1875
3076	10	25	0.375
3077	1	25	0.25
3078	0	9	0.25
3079	4	45	0.1875
3080	9	375	0.3125
3081	1	9	0.125
3082	26	180	0.4375
3083	23	9	0.25
3084	8	9	0.4375
3085	16	49	0.5
3086	3	23	0.1875
3087	4	152	0.25
3088	9	12	0.25
3089	3	11	0.125
3090	5	202	0.125
3091	3	16	0.25
3092	1	9	0.0625
3093	1	23	0.0625
3094	2	9	0.3125
3095	6	25	0.125
3096	12	202	0.375
3097	10	101	0.25
3098	1	44	0.25
3099	0	180	0
3100	14	152	0.1875
3101	1	425	0.1875
3102	0	425	0.1875
3103	3	1	0.125
3105	11	49	0.3125
3106	13	11	0.1875
3107	14	1	0.25
3108	11	403	0.4375
3109	1	375	0.125
3111	15	101	0.25
3112	12	403	0.25
3113	3	152	0.25
3114	8	16	0.0625
3115	1	403	0.1875
3116	0	9	0.0625
3117	28	135	0.375
3118	11	135	0.4375
3119	13	12	0.25
3120	2	1	0.125
3121	10	25	0.466666667
3122	1	9	0.125
3123	12	16	0.625
3124	7	45	0.1875
3125	19	11	0.125
3126	14	375	0.25
3127	4	1	0.1875
3128	7	103	0.5
3129	1	375	0.133333333
3130	2	9	0.125
3131	5	44	0.25
3132	27	9	0.4375
3133	21	9	0.3125
3134	18	23	0.4375
3135	10	425	0.25
3137	9	25	0.375
3138	8	202	0.1875
3139	20	202	0.625
3140	1	49	0
3141	1	375	0.1875
3142	10	135	0.375
3143	16	101	0.25
3144	26	103	0.5625
3145	17	103	0.5
3146	7	180	0.4375
3147	4	1	0.1875
3148	13	49	0.3125
3149	2	103	0.25
3150	9	45	0.25
3151	4	12	0.1875
3152	1	23	0.25
3153	0	152	0.125
3154	4	12	0.0625
3155	1	403	0.125
3156	23	49	0.466666667
3158	6	202	0.3125
3159	1	45	0.1875
3160	10	202	0.5625
3161	1	103	0.125
3162	5	49	0.25
3163	6	11	0
3164	8	45	0.3125
3165	5	101	0.1875
3166	9	25	0.25
3167	7	16	0.125
3168	18	16	0.3125
3169	5	101	0.1875
3170	4	9	0.3125
3171	13	12	0.3125
3172	6	16	0.6875
3173	14	23	0.6875
3174	4	16	0.375
3175	18	101	0.3125
3176	6	180	0.25
3177	9	375	0.25
3178	9	1	0.1875
3179	1	9	0.125
3180	2	375	0.125
3181	9	23	0.1875
3182	21	44	0.25
3183	17	375	0.1875
3184	14	180	0.25
3185	2	403	0.3125
3186	19	135	0.4375
3187	22	1	0.1875
3188	7	136	0.4375
3189	1	425	0.1875
3190	7	135	0.3125
3191	25	12	0.25
3192	0	25	0.1875
3193	0	425	0.066666667
3194	4	101	0.4375
3195	5	45	0.25
3196	7	25	0.1875
3197	8	180	0.375
3198	9	12	0.125
3199	16	101	0.25
3200	1	23	0.1875
3201	6	180	0.1875
3202	9	12	0.0625
3203	8	202	0.3125
3205	18	375	0.1875
3206	10	45	0.25
3207	7	152	0.1875
3208	1	45	0.1875
3209	11	403	0.5
3210	15	202	0.375
3211	8	152	0.375
3212	7	375	0.1875
3213	1	25	0.25
3214	13	11	0.3125
3215	6	103	0.1875
3216	7	135	0.25
3217	5	25	0.1875
3218	16	135	0.4375
3219	5	9	0.25
3220	10	44	0.3125
3221	1	44	0.125
3222	14	25	0.1875
3223	7	49	0.1875
3224	6	135	0.25
3225	20	44	0.125
3226	15	9	0.375
3227	0	16	0
3228	8	9	0.25
3229	1	25	0.0625
3230	20	23	0.375
3231	8	11	0.25
3232	5	136	0.125
3233	11	11	0.1875
3234	8	25	0.125
3236	1	23	0.3125
3237	0	25	0.125
3238	5	180	0.125
3239	10	25	0.375
3240	9	23	0.3125
3241	1	16	0.125
3242	4	425	0.125
3243	0	9	0.1875
3244	10	403	0.3125
3245	9	12	0.5
3246	7	44	0.25
3247	1	135	0.125
3248	8	11	0.3125
3249	2	103	0.0625
3250	19	45	0.25
3251	1	9	0.0625
3252	2	103	0.0625
3253	9	11	0.1875
3254	6	135	0.3125
3255	21	403	0.5
3256	16	49	0.625
3257	5	9	0.3125
3258	13	11	0.3125
3259	10	9	0.3125
3260	1	180	0.3125
3261	1	44	0.125
3262	6	375	0.25
3263	1	25	0
3264	12	375	0.5625
3265	5	12	0.1875
3266	8	45	0.375
3267	10	25	0.125
3268	10	9	0.133333333
3269	4	135	0.4375
3270	5	375	0.1875
3271	10	23	0.375
3272	3	9	0.0625
3273	3	180	0.125
3274	11	103	0.1875
